name,position,event_attendance,meeting_attendance,duty_participation,submitted_works,competition_participation,chat_activity,activity_status
Member_1525,Staff,10/10,10/10,10/10,33,15,Very Active,Very Active
Member_1526,Staff,10/10,10/10,10/10,45,16,Very Active,Very Active
Member_1527,Staff,10/10,10/10,10/10,46,10,Very Active,Very Active
Member_1528,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1529,Vice Chair,10/10,10/10,10/10,46,20,Very Active,Very Active
Member_1530,Division Head,8/10,9/10,9/10,20,4,Active,Active
Member_1531,Secretary,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1532,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1533,Staff,2/10,1/10,3/10,3,0,Rarely Active,Rarely Active
Member_1534,Staff,7/10,6/10,6/10,13,2,Active,Moderate
Member_1535,Staff,2/10,2/10,1/10,3,1,Rarely Active,Rarely Active
Member_1536,Staff,9/10,8/10,8/10,20,6,Very Active,Active
Member_1537,Division Head,10/10,10/10,10/10,35,18,Very Active,Very Active
Member_1538,Vice Division Head,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1539,Staff,3/10,4/10,3/10,1,1,Rarely Active,Rarely Active
Member_1540,Staff,3/10,4/10,4/10,1,0,Rarely Active,Rarely Active
Member_1541,Vice Chair,10/10,10/10,10/10,43,16,Very Active,Very Active
Member_1542,Supervisor,10/10,10/10,10/10,50,13,Very Active,Very Active
Member_1543,Deputy Department Head,10/10,9/10,8/10,23,7,Very Active,Active
Member_1544,Vice Chair,4/10,3/10,1/10,5,1,Inactive,Rarely Active
Member_1545,Secretary,9/10,8/10,9/10,30,8,Active,Active
Member_1546,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1547,Vice Chair,3/10,3/10,3/10,3,0,Inactive,Rarely Active
Member_1548,Staff,10/10,10/10,10/10,51,13,Very Active,Very Active
Member_1549,Supervisor,2/10,3/10,2/10,2,0,Rarely Active,Rarely Active
Member_1550,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1551,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1552,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1553,Staff,3/10,3/10,2/10,2,0,Rarely Active,Rarely Active
Member_1554,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1555,Staff,7/10,4/10,7/10,5,1,Active,Moderate
Member_1556,Department Head,2/10,4/10,1/10,4,1,Inactive,Rarely Active
Member_1557,Staff,4/10,3/10,2/10,2,0,Inactive,Rarely Active
Member_1558,Supervisor,10/10,10/10,10/10,33,15,Very Active,Very Active
Member_1559,Secretary,10/10,10/10,10/10,54,15,Very Active,Very Active
Member_1560,Department Head,8/10,8/10,8/10,25,7,Very Active,Active
Member_1561,Secretary,10/10,10/10,10/10,47,15,Very Active,Very Active
Member_1562,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1563,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1564,Division Head,10/10,9/10,9/10,21,3,Active,Active
Member_1565,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1566,Staff,10/10,10/10,10/10,59,10,Very Active,Very Active
Member_1567,Treasurer,2/10,4/10,3/10,3,1,Inactive,Rarely Active
Member_1568,Staff,10/10,10/10,10/10,47,20,Very Active,Very Active
Member_1569,Division Head,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1570,Supervisor,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1571,Staff,4/10,4/10,3/10,3,0,Inactive,Rarely Active
Member_1572,Supervisor,9/10,8/10,9/10,24,10,Active,Active
Member_1573,Staff,10/10,10/10,10/10,50,14,Very Active,Very Active
Member_1574,Supervisor,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1575,Division Head,10/10,10/10,10/10,33,16,Very Active,Very Active
Member_1576,Staff,10/10,10/10,10/10,56,12,Very Active,Very Active
Member_1577,Staff,10/10,10/10,10/10,36,11,Very Active,Very Active
Member_1578,Staff,5/10,6/10,7/10,9,1,Rarely Active,Moderate
Member_1579,Staff,8/10,8/10,8/10,23,4,Very Active,Active
Member_1580,Staff,4/10,2/10,4/10,5,0,Rarely Active,Rarely Active
Member_1581,Staff,8/10,9/10,9/10,23,7,Active,Active
Member_1582,Staff,4/10,6/10,7/10,12,2,Rarely Active,Moderate
Member_1583,Supervisor,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1584,Supervisor,10/10,10/10,10/10,49,18,Very Active,Very Active
Member_1585,Staff,10/10,10/10,10/10,56,17,Very Active,Very Active
Member_1586,Staff,5/10,5/10,4/10,6,2,Moderate,Moderate
Member_1587,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1588,Department Head,10/10,10/10,10/10,51,20,Very Active,Very Active
Member_1589,Deputy Department Head,10/10,10/10,10/10,46,11,Very Active,Very Active
Member_1590,Supervisor,8/10,9/10,9/10,29,8,Active,Active
Member_1591,Staff,9/10,9/10,8/10,30,7,Active,Active
Member_1592,Treasurer,9/10,9/10,9/10,29,9,Very Active,Active
Member_1593,Staff,6/10,5/10,5/10,6,1,Moderate,Moderate
Member_1594,Vice Division Head,8/10,9/10,8/10,25,6,Active,Active
Member_1595,Staff,8/10,8/10,8/10,30,4,Active,Active
Member_1596,Supervisor,9/10,9/10,8/10,23,7,Active,Active
Member_1597,Treasurer,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1598,Division Head,10/10,10/10,10/10,31,12,Very Active,Very Active
Member_1599,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1600,Staff,8/10,9/10,9/10,18,4,Active,Active
Member_1601,Supervisor,2/10,2/10,3/10,4,0,Rarely Active,Rarely Active
Member_1602,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1603,Vice Chair,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1604,Supervisor,4/10,7/10,5/10,6,2,Moderate,Moderate
Member_1605,Secretary,0/10,0/10,1/10,0,0,Inactive,Inactive
Member_1606,Supervisor,8/10,9/10,8/10,28,5,Very Active,Active
Member_1607,Supervisor,9/10,9/10,8/10,21,4,Very Active,Active
Member_1608,Staff,10/10,10/10,10/10,50,16,Very Active,Very Active
Member_1609,Staff,10/10,10/10,10/10,38,14,Very Active,Very Active
Member_1610,Staff,3/10,1/10,3/10,2,0,Inactive,Rarely Active
Member_1611,Staff,6/10,4/10,5/10,11,3,Moderate,Moderate
Member_1612,Staff,10/10,10/10,10/10,60,20,Very Active,Very Active
Member_1613,Staff,6/10,4/10,8/10,13,2,Rarely Active,Moderate
Member_1614,Staff,10/10,10/10,10/10,60,18,Very Active,Very Active
Member_1615,Staff,10/10,10/10,10/10,58,18,Very Active,Very Active
Member_1616,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1617,Deputy Department Head,10/10,10/10,10/10,53,19,Very Active,Very Active
Member_1618,Vice Division Head,10/10,10/10,10/10,60,17,Very Active,Very Active
Member_1619,Deputy Department Head,3/10,3/10,2/10,1,1,Inactive,Rarely Active
Member_1620,Staff,2/10,3/10,4/10,1,1,Inactive,Rarely Active
Member_1621,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1622,Staff,10/10,10/10,10/10,44,12,Very Active,Very Active
Member_1623,Division Head,7/10,7/10,6/10,13,2,Active,Moderate
Member_1624,Division Head,2/10,3/10,2/10,1,0,Rarely Active,Rarely Active
Member_1625,Staff,10/10,10/10,10/10,58,10,Very Active,Very Active
Member_1626,Vice Division Head,4/10,3/10,2/10,5,0,Rarely Active,Rarely Active
Member_1627,Staff,10/10,10/10,10/10,33,19,Very Active,Very Active
Member_1628,Supervisor,10/10,10/10,10/10,45,16,Very Active,Very Active
Member_1629,Staff,10/10,10/10,10/10,46,12,Very Active,Very Active
Member_1630,Supervisor,10/10,10/10,10/10,53,11,Very Active,Very Active
Member_1631,Staff,2/10,4/10,2/10,4,1,Rarely Active,Rarely Active
Member_1632,Division Head,10/10,10/10,10/10,58,11,Very Active,Very Active
Member_1633,Staff,10/10,10/10,10/10,38,18,Very Active,Very Active
Member_1634,Vice Division Head,9/10,8/10,8/10,21,7,Very Active,Active
Member_1635,Supervisor,10/10,10/10,10/10,49,16,Very Active,Very Active
Member_1636,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1637,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1638,Deputy Department Head,0/10,1/10,0/10,0,0,Inactive,Inactive
Member_1639,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1640,Deputy Department Head,4/10,3/10,3/10,3,0,Rarely Active,Rarely Active
Member_1641,Staff,10/10,10/10,10/10,43,11,Very Active,Very Active
Member_1642,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1643,Treasurer,9/10,9/10,9/10,17,4,Active,Active
Member_1644,Supervisor,10/10,10/10,10/10,44,16,Very Active,Very Active
Member_1645,Staff,10/10,10/10,10/10,41,20,Very Active,Very Active
Member_1646,Department Head,10/10,10/10,10/10,30,17,Very Active,Very Active
Member_1647,Vice Division Head,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1648,Division Head,3/10,4/10,2/10,2,1,Rarely Active,Rarely Active
Member_1649,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1650,Staff,10/10,10/10,10/10,38,20,Very Active,Very Active
Member_1651,Staff,2/10,4/10,2/10,1,0,Inactive,Rarely Active
Member_1652,Supervisor,7/10,6/10,6/10,7,1,Active,Moderate
Member_1653,Staff,7/10,6/10,7/10,7,1,Moderate,Moderate
Member_1654,Staff,10/10,10/10,10/10,37,11,Very Active,Very Active
Member_1655,Secretary,10/10,10/10,10/10,37,16,Very Active,Very Active
Member_1656,Treasurer,4/10,4/10,3/10,3,1,Inactive,Rarely Active
Member_1657,Staff,8/10,9/10,8/10,24,8,Very Active,Active
Member_1658,Department Head,10/10,10/10,10/10,51,17,Very Active,Very Active
Member_1659,Treasurer,5/10,6/10,7/10,6,2,Rarely Active,Moderate
Member_1660,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1661,Staff,1/10,4/10,2/10,4,1,Inactive,Rarely Active
Member_1662,Chair,8/10,9/10,10/10,16,9,Very Active,Active
Member_1663,Staff,10/10,10/10,10/10,44,14,Very Active,Very Active
Member_1664,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1665,Treasurer,10/10,10/10,10/10,53,10,Very Active,Very Active
Member_1666,Chair,2/10,4/10,2/10,5,0,Inactive,Rarely Active
Member_1667,Supervisor,0/10,1/10,0/10,0,0,Inactive,Inactive
Member_1668,Division Head,10/10,10/10,10/10,50,15,Very Active,Very Active
Member_1669,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1670,Staff,8/10,7/10,7/10,15,2,Active,Moderate
Member_1671,Staff,2/10,2/10,2/10,3,1,Inactive,Rarely Active
Member_1672,Staff,5/10,7/10,4/10,11,1,Active,Moderate
Member_1673,Vice Division Head,10/10,10/10,10/10,49,19,Very Active,Very Active
Member_1674,Staff,10/10,10/10,10/10,39,15,Very Active,Very Active
Member_1675,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1676,Chair,10/10,10/10,10/10,52,13,Very Active,Very Active
Member_1677,Division Head,10/10,10/10,10/10,44,19,Very Active,Very Active
Member_1678,Staff,10/10,8/10,8/10,20,8,Very Active,Active
Member_1679,Vice Division Head,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1680,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1681,Deputy Department Head,1/10,2/10,4/10,3,0,Rarely Active,Rarely Active
Member_1682,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1683,Supervisor,3/10,3/10,1/10,2,0,Rarely Active,Rarely Active
Member_1684,Division Head,10/10,10/10,10/10,46,14,Very Active,Very Active
Member_1685,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1686,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1687,Supervisor,10/10,10/10,10/10,51,19,Very Active,Very Active
Member_1688,Secretary,10/10,10/10,10/10,42,15,Very Active,Very Active
Member_1689,Staff,6/10,7/10,6/10,10,3,Moderate,Moderate
Member_1690,Division Head,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1691,Department Head,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1692,Staff,10/10,10/10,10/10,49,12,Very Active,Very Active
Member_1693,Staff,10/10,10/10,10/10,31,11,Very Active,Very Active
Member_1694,Secretary,10/10,10/10,10/10,52,12,Very Active,Very Active
Member_1695,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1696,Staff,10/10,10/10,10/10,36,16,Very Active,Very Active
Member_1697,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1698,Secretary,4/10,3/10,3/10,3,1,Rarely Active,Rarely Active
Member_1699,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1700,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1701,Secretary,2/10,4/10,4/10,2,1,Inactive,Rarely Active
Member_1702,Vice Division Head,10/10,10/10,10/10,48,12,Very Active,Very Active
Member_1703,Deputy Department Head,10/10,10/10,10/10,56,20,Very Active,Very Active
Member_1704,Staff,8/10,8/10,8/10,23,5,Active,Active
Member_1705,Department Head,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1706,Staff,10/10,10/10,10/10,47,16,Very Active,Very Active
Member_1707,Staff,10/10,10/10,10/10,36,16,Very Active,Very Active
Member_1708,Staff,10/10,10/10,10/10,45,16,Very Active,Very Active
Member_1709,Treasurer,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1710,Staff,10/10,10/10,10/10,51,20,Very Active,Very Active
Member_1711,Staff,3/10,2/10,3/10,3,0,Inactive,Rarely Active
Member_1712,Vice Division Head,10/10,10/10,10/10,49,14,Very Active,Very Active
Member_1713,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1714,Staff,10/10,10/10,10/10,38,12,Very Active,Very Active
Member_1715,Staff,10/10,10/10,10/10,30,15,Very Active,Very Active
Member_1716,Staff,7/10,6/10,7/10,5,3,Active,Moderate
Member_1717,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1718,Staff,10/10,10/10,10/10,58,10,Very Active,Very Active
Member_1719,Staff,4/10,2/10,3/10,2,0,Inactive,Rarely Active
Member_1720,Staff,8/10,9/10,8/10,27,4,Very Active,Active
Member_1721,Staff,2/10,2/10,1/10,3,0,Inactive,Rarely Active
Member_1722,Staff,3/10,1/10,3/10,5,0,Inactive,Rarely Active
Member_1723,Staff,10/10,10/10,10/10,56,12,Very Active,Very Active
Member_1724,Supervisor,0/10,1/10,0/10,0,0,Inactive,Inactive
Member_1725,Vice Division Head,8/10,9/10,10/10,29,10,Very Active,Active
Member_1726,Staff,10/10,10/10,10/10,46,18,Very Active,Very Active
Member_1727,Vice Division Head,7/10,7/10,5/10,7,2,Rarely Active,Moderate
Member_1728,Treasurer,4/10,5/10,6/10,13,1,Moderate,Moderate
Member_1729,Supervisor,10/10,10/10,10/10,50,16,Very Active,Very Active
Member_1730,Supervisor,10/10,10/10,10/10,53,15,Very Active,Very Active
Member_1731,Department Head,10/10,10/10,10/10,45,19,Very Active,Very Active
Member_1732,Department Head,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1733,Staff,4/10,4/10,5/10,6,3,Active,Moderate
Member_1734,Staff,3/10,2/10,1/10,3,1,Rarely Active,Rarely Active
Member_1735,Staff,2/10,3/10,3/10,1,1,Rarely Active,Rarely Active
Member_1736,Staff,10/10,10/10,10/10,43,16,Very Active,Very Active
Member_1737,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1738,Treasurer,1/10,0/10,0/10,0,0,Inactive,Inactive
Member_1739,Staff,10/10,10/10,10/10,52,18,Very Active,Very Active
Member_1740,Supervisor,4/10,2/10,1/10,1,0,Inactive,Rarely Active
Member_1741,Supervisor,10/10,10/10,10/10,40,12,Very Active,Very Active
Member_1742,Supervisor,10/10,10/10,10/10,59,14,Very Active,Very Active
Member_1743,Chair,10/10,10/10,10/10,49,13,Very Active,Very Active
Member_1744,Vice Division Head,10/10,10/10,10/10,48,12,Very Active,Very Active
Member_1745,Supervisor,6/10,7/10,5/10,13,3,Moderate,Moderate
Member_1746,Supervisor,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1747,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1748,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1749,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1750,Staff,10/10,10/10,10/10,43,17,Very Active,Very Active
Member_1751,Treasurer,3/10,3/10,3/10,4,1,Rarely Active,Rarely Active
Member_1752,Staff,10/10,10/10,10/10,47,16,Very Active,Very Active
Member_1753,Division Head,7/10,7/10,4/10,8,2,Rarely Active,Moderate
Member_1754,Secretary,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1755,Deputy Department Head,0/10,0/10,1/10,0,0,Inactive,Inactive
Member_1756,Staff,3/10,2/10,4/10,3,0,Inactive,Rarely Active
Member_1757,Deputy Department Head,10/10,10/10,10/10,43,19,Very Active,Very Active
Member_1758,Secretary,6/10,7/10,5/10,7,2,Active,Moderate
Member_1759,Staff,8/10,8/10,9/10,18,10,Active,Active
Member_1760,Vice Chair,9/10,9/10,9/10,19,3,Very Active,Active
Member_1761,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1762,Staff,4/10,4/10,5/10,6,3,Active,Moderate
Member_1763,Staff,5/10,4/10,6/10,5,2,Moderate,Moderate
Member_1764,Staff,9/10,8/10,9/10,29,7,Very Active,Active
Member_1765,Staff,10/10,10/10,10/10,41,16,Very Active,Very Active
Member_1766,Staff,9/10,8/10,8/10,17,4,Active,Active
Member_1767,Staff,8/10,9/10,9/10,23,5,Very Active,Active
Member_1768,Supervisor,10/10,10/10,10/10,34,20,Very Active,Very Active
Member_1769,Supervisor,10/10,10/10,10/10,33,19,Very Active,Very Active
Member_1770,Staff,2/10,2/10,1/10,4,0,Inactive,Rarely Active
Member_1771,Supervisor,5/10,5/10,4/10,7,1,Active,Moderate
Member_1772,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1773,Treasurer,10/10,10/10,10/10,44,13,Very Active,Very Active
Member_1774,Staff,3/10,3/10,4/10,4,0,Inactive,Rarely Active
Member_1775,Division Head,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1776,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1777,Staff,10/10,10/10,10/10,34,16,Very Active,Very Active
Member_1778,Staff,10/10,10/10,10/10,43,17,Very Active,Very Active
Member_1779,Division Head,9/10,8/10,8/10,26,7,Active,Active
Member_1780,Department Head,3/10,3/10,4/10,5,1,Rarely Active,Rarely Active
Member_1781,Deputy Department Head,10/10,10/10,10/10,58,15,Very Active,Very Active
Member_1782,Supervisor,3/10,2/10,1/10,3,1,Inactive,Rarely Active
Member_1783,Division Head,10/10,10/10,10/10,51,20,Very Active,Very Active
Member_1784,Secretary,10/10,10/10,10/10,37,14,Very Active,Very Active
Member_1785,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1786,Staff,8/10,9/10,9/10,18,8,Very Active,Active
Member_1787,Staff,3/10,2/10,4/10,2,0,Inactive,Rarely Active
Member_1788,Staff,10/10,10/10,10/10,40,12,Very Active,Very Active
Member_1789,Staff,10/10,10/10,10/10,38,19,Very Active,Very Active
Member_1790,Staff,2/10,2/10,2/10,4,0,Inactive,Rarely Active
Member_1791,Staff,3/10,3/10,3/10,5,0,Inactive,Rarely Active
Member_1792,Division Head,10/10,10/10,10/10,44,13,Very Active,Very Active
Member_1793,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1794,Staff,9/10,8/10,9/10,19,9,Active,Active
Member_1795,Department Head,10/10,10/10,10/10,37,14,Very Active,Very Active
Member_1796,Deputy Department Head,10/10,10/10,10/10,60,17,Very Active,Very Active
Member_1797,Division Head,4/10,6/10,7/10,7,3,Active,Moderate
Member_1798,Vice Division Head,10/10,10/10,10/10,32,20,Very Active,Very Active
Member_1799,Vice Division Head,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1800,Department Head,4/10,6/10,7/10,8,1,Rarely Active,Moderate
Member_1801,Supervisor,5/10,7/10,5/10,7,3,Moderate,Moderate
Member_1802,Division Head,7/10,6/10,5/10,12,2,Rarely Active,Moderate
Member_1803,Division Head,1/10,0/10,1/10,0,0,Inactive,Inactive
Member_1804,Staff,9/10,9/10,8/10,17,4,Very Active,Active
Member_1805,Department Head,10/10,10/10,10/10,45,17,Very Active,Very Active
Member_1806,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1807,Division Head,10/10,10/10,10/10,41,11,Very Active,Very Active
Member_1808,Supervisor,10/10,10/10,10/10,53,10,Very Active,Very Active
Member_1809,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1810,Deputy Department Head,2/10,2/10,1/10,5,0,Inactive,Rarely Active
Member_1811,Deputy Department Head,10/10,10/10,10/10,56,20,Very Active,Very Active
Member_1812,Staff,10/10,10/10,10/10,45,12,Very Active,Very Active
Member_1813,Department Head,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1814,Staff,2/10,2/10,4/10,4,0,Rarely Active,Rarely Active
Member_1815,Division Head,10/10,10/10,10/10,38,11,Very Active,Very Active
Member_1816,Vice Division Head,3/10,1/10,3/10,1,0,Inactive,Rarely Active
Member_1817,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1818,Supervisor,2/10,1/10,3/10,2,1,Rarely Active,Rarely Active
Member_1819,Department Head,4/10,1/10,4/10,2,0,Inactive,Rarely Active
Member_1820,Department Head,10/10,10/10,10/10,43,14,Very Active,Very Active
Member_1821,Vice Chair,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1822,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1823,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1824,Division Head,10/10,10/10,10/10,55,12,Very Active,Very Active
Member_1825,Staff,10/10,10/10,10/10,56,20,Very Active,Very Active
Member_1826,Staff,9/10,8/10,8/10,30,10,Active,Active
Member_1827,Department Head,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1828,Vice Division Head,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1829,Division Head,8/10,8/10,9/10,22,4,Very Active,Active
Member_1830,Vice Chair,0/10,1/10,0/10,0,0,Inactive,Inactive
Member_1831,Staff,9/10,8/10,10/10,26,5,Active,Active
Member_1832,Vice Division Head,9/10,10/10,8/10,23,7,Active,Active
Member_1833,Secretary,0/10,1/10,0/10,0,0,Inactive,Inactive
Member_1834,Supervisor,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1835,Vice Division Head,0/10,0/10,1/10,0,0,Inactive,Inactive
Member_1836,Deputy Department Head,10/10,10/10,10/10,38,11,Very Active,Very Active
Member_1837,Deputy Department Head,5/10,5/10,7/10,7,1,Moderate,Moderate
Member_1838,Division Head,9/10,9/10,9/10,19,3,Very Active,Active
Member_1839,Vice Division Head,10/10,10/10,10/10,53,13,Very Active,Very Active
Member_1840,Department Head,0/10,1/10,0/10,0,0,Inactive,Inactive
Member_1841,Staff,8/10,8/10,8/10,19,7,Active,Active
Member_1842,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1843,Treasurer,3/10,4/10,3/10,2,0,Rarely Active,Rarely Active
Member_1844,Deputy Department Head,10/10,10/10,10/10,35,14,Very Active,Very Active
Member_1845,Deputy Department Head,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1846,Staff,10/10,10/10,10/10,56,18,Very Active,Very Active
Member_1847,Chair,10/10,10/10,10/10,47,18,Very Active,Very Active
Member_1848,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1849,Department Head,10/10,10/10,10/10,41,19,Very Active,Very Active
Member_1850,Vice Division Head,10/10,10/10,10/10,32,16,Very Active,Very Active
Member_1851,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1852,Vice Division Head,5/10,5/10,6/10,8,2,Rarely Active,Moderate
Member_1853,Deputy Department Head,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1854,Deputy Department Head,7/10,8/10,8/10,6,3,Moderate,Moderate
Member_1855,Staff,8/10,9/10,9/10,25,5,Very Active,Active
Member_1856,Staff,10/10,10/10,10/10,57,18,Very Active,Very Active
Member_1857,Vice Chair,2/10,3/10,3/10,3,0,Inactive,Rarely Active
Member_1858,Division Head,3/10,2/10,1/10,1,1,Inactive,Rarely Active
Member_1859,Staff,10/10,10/10,10/10,53,17,Very Active,Very Active
Member_1860,Staff,10/10,10/10,10/10,49,10,Very Active,Very Active
Member_1861,Staff,10/10,10/10,10/10,31,12,Very Active,Very Active
Member_1862,Deputy Department Head,9/10,8/10,8/10,23,10,Active,Active
Member_1863,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1864,Treasurer,6/10,5/10,5/10,7,2,Active,Moderate
Member_1865,Secretary,9/10,9/10,9/10,20,6,Very Active,Active
Member_1866,Division Head,10/10,10/10,10/10,37,20,Very Active,Very Active
Member_1867,Department Head,10/10,10/10,10/10,49,18,Very Active,Very Active
Member_1868,Supervisor,2/10,3/10,4/10,1,1,Rarely Active,Rarely Active
Member_1869,Supervisor,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1870,Division Head,1/10,1/10,3/10,3,1,Rarely Active,Rarely Active
Member_1871,Staff,2/10,4/10,2/10,4,0,Rarely Active,Rarely Active
Member_1872,Division Head,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1873,Deputy Department Head,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1874,Department Head,8/10,9/10,8/10,18,9,Very Active,Active
Member_1875,Division Head,10/10,10/10,10/10,52,20,Very Active,Very Active
Member_1876,Supervisor,6/10,7/10,5/10,14,2,Active,Moderate
Member_1877,Department Head,3/10,3/10,2/10,3,0,Inactive,Rarely Active
Member_1878,Staff,6/10,6/10,5/10,6,2,Active,Moderate
Member_1879,Division Head,8/10,8/10,9/10,18,6,Active,Active
Member_1880,Vice Chair,10/10,10/10,10/10,55,17,Very Active,Very Active
Member_1881,Staff,6/10,6/10,7/10,11,1,Moderate,Moderate
Member_1882,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1883,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1884,Staff,10/10,10/10,10/10,53,15,Very Active,Very Active
Member_1885,Staff,6/10,7/10,6/10,7,2,Rarely Active,Moderate
Member_1886,Staff,8/10,8/10,8/10,29,3,Active,Active
Member_1887,Supervisor,10/10,10/10,10/10,38,16,Very Active,Very Active
Member_1888,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1889,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1890,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1891,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1892,Chair,8/10,9/10,9/10,28,8,Very Active,Active
Member_1893,Vice Division Head,10/10,10/10,10/10,44,13,Very Active,Very Active
Member_1894,Staff,9/10,9/10,9/10,15,3,Very Active,Active
Member_1895,Supervisor,10/10,10/10,10/10,59,10,Very Active,Very Active
Member_1896,Division Head,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1897,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1898,Department Head,8/10,8/10,8/10,25,5,Very Active,Active
Member_1899,Deputy Department Head,3/10,4/10,2/10,5,0,Rarely Active,Rarely Active
